#stokes,freq,ind,real,imag,eta
5,3436,4,-0.241613,0.050301,1
5,3436,5,0.02766,0.003265,1
5,3436,6,-0.003675,0.001959,1
5,3436,7,0.089113,-0.019448,1
5,3436,8,-0.003031,-0.079213,1
5,3436,9,0.019535,-0.012653,1
5,3436,10,-1.266574,-0.397741,1
5,3436,11,0.085467,0.027265,1
5,3436,12,-0.096211,0.007982,1
5,3436,13,-0.044092,-0.006365,1
5,3436,14,-0.000212,-0.000831,1
5,3436,15,0.000154,0.000205,1
5,3436,16,0.007243,-0.003499,1
5,3436,17,0.013372,-0.002681,1
5,3436,18,0.00052,-0.017023,1
5,3436,19,-0.008439,-0.005992,1
5,3436,20,0.000388,0.000057,1
5,3436,21,-0.269739,-0.084372,1
5,3436,22,-0.040823,-0.013144,1
5,3436,23,-0.089728,-0.028145,1
5,3436,24,0.03987,-0.006779,1
5,3436,25,-0.000326,0.002649,1
5,3436,26,0.002133,0.00162,1
5,3436,27,-0.000058,0.000074,1
5,3436,28,-0.000132,-0.000011,1
5,3436,29,-0.000532,-0.00049,1
5,3436,30,-0.001274,-0.000072,1
5,3436,31,-0.029173,0.006174,1
5,3436,32,-0.003027,0.0311,1
5,3436,33,0.00337,-0.002064,1
5,3436,34,-0.000696,0.000128,1
5,3436,35,-0.006454,0.007177,1
5,3436,36,0.019367,0.006039,1
5,3436,37,-0.014358,-0.004353,1
5,3436,38,0.00842,0.002749,1
5,3436,39,-0.011041,-0.003434,1
5,3436,40,0.106048,-0.015534,1
5,3436,41,0.020663,0.001021,1
5,3436,42,0.004057,-0.0014,1
5,3436,43,0.000843,-0.000104,1
5,3436,44,0.000629,-0.000003,1
5,3436,45,0.000055,-0.000036,1
5,3436,46,0.000687,0.000002,1
5,3436,47,-0.001028,0.000487,1
5,3436,48,-0.002283,0.002158,1
5,3436,49,-0.032814,0.007009,1
5,3436,50,-0.003383,0.036865,1
5,3436,51,0.008295,0.000501,1
5,3436,52,-0.000269,0.001164,1
5,3436,53,-0.001269,0.001367,1
5,3436,54,0.002744,-0.002585,1
5,3436,55,0.000072,0.000019,1
5,3436,56,-0.000114,-0.000095,1
5,3436,57,-0.000254,-0.000218,1
5,3436,58,-0.002071,-0.000676,1
5,3436,59,-0.004069,-0.00136,1
5,3436,60,0.046244,-0.006041,1
5,3436,61,0.012961,0.000405,1
5,3436,62,0.00119,-0.00132,1
5,3436,63,-0.000185,-0.000107,1
5,3436,64,0.001203,-0.000547,1
5,3436,65,0.000444,0.000062,1
5,3564,0,0.079447,-0.167909,1
5,3564,1,0.084395,0.031295,1
5,3564,2,0.01764,0.069293,1
5,3564,3,0.178436,0.265925,1
5,3564,4,-0.073603,0.183611,1
5,3564,5,0.001931,-0.0084,1
5,3564,6,-0.001223,0.002334,1
5,3564,7,-0.108926,-0.044808,1
5,3564,8,-0.021318,-0.086721,1
5,3564,9,-0.00135,-0.006906,1
5,3564,10,-0.32297,-0.480896,1
5,3564,11,0.023031,0.034371,1
5,3564,12,-0.050263,0.059278,1
5,3564,13,-0.002624,0.012707,1
5,3564,14,-0.000275,-0.00187,1
5,3564,15,0.000799,0.000437,1
5,3564,16,0.001228,-0.004797,1
5,3564,17,-0.02933,-0.002277,1
5,3564,18,-0.001526,-0.014831,1
5,3564,19,-0.004432,-0.00015,1
5,3564,20,0.000176,0.000489,1
5,3564,21,-0.066732,-0.099635,1
5,3564,22,-0.011471,-0.018467,1
5,3564,23,-0.022686,-0.033835,1
5,3564,24,0.01853,-0.035907,1
5,3564,25,-0.001107,0.001871,1
5,3564,26,0.002728,0.000636,1
5,3564,27,-0.00006,-0.000083,1
5,3564,28,0.000056,0.000012,1
5,3564,29,-0.000768,-0.000706,1
5,3564,30,0.000312,0.00093,1
5,3564,31,0.045041,0.01469,1
5,3564,32,0.008186,0.034469,1
5,3564,33,-0.000336,-0.002232,1
5,3564,34,-0.000234,-0.000282,1
5,3564,35,0.001708,0.003336,1
5,3564,36,0.004611,0.006905,1
5,3564,37,-0.003416,-0.005036,1
5,3564,38,0.002016,0.003667,1
5,3564,39,-0.002631,-0.003933,1
5,3564,40,0.045873,-0.07539,1
5,3564,41,0.002144,-0.007801,1
5,3564,42,-0.001132,-0.00014,1
5,3564,43,0.000242,-0.000019,1
5,3564,44,0.000049,-0.00008,1
5,3564,45,0.000052,-0.00003,1
5,3564,46,-0.000389,-0.000018,1
5,3564,47,0.000746,0.000392,1
5,3564,48,-0.001794,0.002528,1
5,3564,49,0.049147,0.013689,1
5,3564,50,0.007891,0.035511,1
5,3564,51,0.001957,-0.000772,1
5,3564,52,0.000205,0.000336,1
5,3564,53,0.000327,0.000643,1
5,3564,54,-0.000621,-0.001255,1
5,3564,55,0.000017,0.000024,1
5,3564,56,-0.000033,-0.000082,1
5,3564,57,-0.000018,-0.000134,1
5,3564,58,-0.000456,-0.000032,1
5,3564,59,-0.000651,-0.00112,1
5,3564,60,0.016685,-0.024515,1
5,3564,61,0.001387,-0.00473,1
5,3564,62,-0.000102,-0.00293,1
5,3564,63,-0.000128,-0.000099,1
5,3564,64,0.000094,-0.000461,1
5,3564,65,0.000036,-0.000102,1
5,3692,0,-0.019567,-0.345772,1
5,3692,1,0.149035,-0.052273,1
5,3692,2,-0.004883,-0.074051,1
5,3692,3,-0.274671,-3.060143,1
5,3692,4,0.035204,0.329398,1
5,3692,5,-0.036409,-0.034653,1
5,3692,6,0.00564,0.006249,1
5,3692,7,-0.190524,0.062357,1
5,3692,8,0.008298,0.093819,1
5,3692,9,-0.000978,-0.00797,1
5,3692,10,0.498745,5.554508,1
5,3692,11,-0.030396,-0.36917,1
5,3692,12,-0.015267,0.191022,1
5,3692,13,0.057637,0.052929,1
5,3692,14,-0.001509,0.001897,1
5,3692,15,0.000007,-0.000004,1
5,3692,16,-0.010975,-0.011573,1
5,3692,17,-0.049916,0.025646,1
5,3692,18,0.00501,0.015933,1
5,3692,19,-0.005499,0.025009,1
5,3692,20,0.000009,-0.000398,1
5,3692,21,0.110817,1.191329,1
5,3692,22,0.017234,0.188086,1
5,3692,23,0.035848,0.394612,1
5,3692,24,-0.004514,-0.060387,1
5,3692,25,0.00139,0.005741,1
5,3692,26,0.003298,-0.006888,1
5,3692,27,-0.000126,0.000349,1
5,3692,28,-0.000104,0.000009,1
5,3692,29,0.00067,-0.000349,1
5,3692,30,0.000651,0.002113,1
